question_id,n_attempts,discrimination_index,p_value,correct_rate,avg_time_sec,flag,section,subtopic,difficulty_tag
Q10481,13,0.6457,0.017136,0.5385,64.6,good_discrimination,Verbal Ability,Verbal Analogies,Medium
Q03347,10,0.6459,0.043649,0.6,61.9,good_discrimination,Quantitative Aptitude,Simple Interest,Medium
Q08083,10,0.6472,0.043089,0.5,63.7,good_discrimination,Logical Reasoning,Statement & Conclusion,Medium
Q06551,10,0.6472,0.043093,0.6,34.8,good_discrimination,Data Interpretation,Data Sufficiency (DI),Easy
Q01143,12,0.6485,0.022541,0.6667,50.4,good_discrimination,Quantitative Aptitude,Profit & Loss,Medium
Q06078,13,0.6486,0.016474,0.5385,25.3,good_discrimination,Verbal Ability,Synonyms & Antonyms,Easy
Q09633,11,0.65,0.030399,0.5455,61.4,good_discrimination,Data Interpretation,Line Graphs,Medium
Q03132,10,0.6502,0.041812,0.7,39.2,good_discrimination,Quantitative Aptitude,Simple Interest,Easy
Q03838,13,0.6502,0.016131,0.6154,57.5,good_discrimination,Verbal Ability,Para Jumbles,Medium
Q05494,10,0.6503,0.04179,0.6,99.2,good_discrimination,Data Interpretation,Pie Charts,Hard
Q02375,10,0.6506,0.041662,0.5,65.0,good_discrimination,Quantitative Aptitude,Probability,Medium
Q06326,10,0.6509,0.04151,0.5,53.4,good_discrimination,Quantitative Aptitude,Quadratic Equations,Medium
Q07044,10,0.6514,0.041317,0.7,71.3,good_discrimination,Logical Reasoning,Coding-Decoding,Medium
Q02288,10,0.6518,0.041131,0.4,27.8,good_discrimination,Logical Reasoning,Series Completion,Easy
Q09517,12,0.6524,0.021478,0.5833,42.1,good_discrimination,Quantitative Aptitude,Mensuration,Medium
Q06596,13,0.6532,0.015494,0.8462,26.3,good_discrimination,Verbal Ability,Fill in the Blanks,Easy
Q09851,11,0.6539,0.029093,0.6364,20.0,good_discrimination,Logical Reasoning,Venn Diagrams,Easy
Q05266,11,0.6563,0.028286,0.2727,67.5,good_discrimination,Logical Reasoning,Statement & Conclusion,Medium
Q02681,15,0.657,0.007791,0.5333,56.8,good_discrimination,Quantitative Aptitude,Number System,Medium
Q02625,10,0.658,0.038601,0.2,60.7,good_discrimination,Quantitative Aptitude,Permutation & Combination,Medium
Q06561,10,0.6583,0.038507,0.4,60.1,good_discrimination,Verbal Ability,Fill in the Blanks,Medium
Q01218,10,0.6586,0.038366,0.5,99.6,good_discrimination,Quantitative Aptitude,Quadratic Equations,Hard
Q01086,12,0.6595,0.019628,0.8333,57.8,good_discrimination,Quantitative Aptitude,Ratio & Proportion,Medium
Q09607,12,0.6605,0.019393,0.8333,31.2,good_discrimination,Quantitative Aptitude,Trigonometry,Easy
Q03702,11,0.6608,0.026847,0.4545,99.7,good_discrimination,Quantitative Aptitude,Geometry,Hard
Q05328,10,0.661,0.037448,0.7,43.3,good_discrimination,Quantitative Aptitude,Set Theory,Medium
Q07833,10,0.6611,0.037404,0.6,84.1,good_discrimination,Quantitative Aptitude,Ratio & Proportion,Hard
Q02155,10,0.6614,0.037287,0.7,34.7,good_discrimination,Logical Reasoning,Statement & Conclusion,Easy
Q05059,15,0.6616,0.007221,0.5333,64.0,good_discrimination,Logical Reasoning,Statement & Conclusion,Medium
Q07950,14,0.6628,0.00978,0.5,98.3,good_discrimination,Verbal Ability,Error Spotting,Hard
Q02359,11,0.6638,0.025935,0.7273,49.0,good_discrimination,Verbal Ability,Odd One Out,Medium
Q06982,10,0.6639,0.036332,0.5,50.3,good_discrimination,Quantitative Aptitude,Number System,Medium
Q05041,11,0.6653,0.02547,0.2727,52.2,good_discrimination,Quantitative Aptitude,Compound Interest,Medium
Q09036,12,0.6656,0.018148,0.75,34.9,good_discrimination,Logical Reasoning,Input-Output,Easy
Q00538,11,0.6666,0.025078,0.1818,56.5,good_discrimination,Verbal Ability,Verbal Analogies,Medium
Q09155,12,0.6671,0.017809,0.75,89.9,good_discrimination,Logical Reasoning,Statement & Conclusion,Hard
Q10362,14,0.6674,0.009118,0.7857,32.5,good_discrimination,Quantitative Aptitude,Profit & Loss,Easy
Q03825,10,0.6677,0.034874,0.5,117.7,good_discrimination,Quantitative Aptitude,Percentages,Hard
Q06914,11,0.668,0.024679,0.5455,83.0,good_discrimination,Verbal Ability,Para Summary,Hard
Q04161,10,0.6705,0.033847,0.6,32.7,good_discrimination,Quantitative Aptitude,Set Theory,Easy
Q02277,11,0.6718,0.023586,0.6364,72.7,good_discrimination,Quantitative Aptitude,Probability,Hard
Q03441,13,0.6721,0.011857,0.6154,57.5,good_discrimination,Quantitative Aptitude,Probability,Medium
Q02051,12,0.6727,0.016525,0.5,85.9,good_discrimination,Verbal Ability,Error Spotting,Hard
Q06136,12,0.6733,0.016402,0.5,41.2,good_discrimination,Verbal Ability,Para Summary,Medium
Q06446,10,0.6737,0.032697,0.5,59.7,good_discrimination,Verbal Ability,Idioms & Phrases,Medium
Q00069,10,0.6745,0.032405,0.5,47.9,good_discrimination,Data Interpretation,Tables,Medium
Q09958,10,0.6757,0.031975,0.7,26.8,good_discrimination,Quantitative Aptitude,Surds & Indices,Easy
Q03276,12,0.6761,0.015795,0.5833,28.7,good_discrimination,Logical Reasoning,Cubes & Dice,Easy
Q08197,10,0.6762,0.031826,0.6,24.6,good_discrimination,Quantitative Aptitude,Mensuration,Easy
Q00258,10,0.6767,0.03164,0.2,95.4,good_discrimination,Quantitative Aptitude,Probability,Hard
Q03033,10,0.6773,0.031441,0.5,57.8,good_discrimination,Quantitative Aptitude,Mensuration,Medium
Q00860,12,0.6784,0.015311,0.4167,70.9,good_discrimination,Quantitative Aptitude,Number System,Hard
Q01765,12,0.6819,0.014591,0.75,58.0,good_discrimination,Data Interpretation,Line Graphs,Medium
Q03753,14,0.6831,0.007084,0.4286,71.6,good_discrimination,Quantitative Aptitude,Linear Equations,Medium
Q09274,12,0.6836,0.01424,0.5,78.8,good_discrimination,Logical Reasoning,Input-Output,Medium
Q00422,10,0.6854,0.028716,0.8,23.9,good_discrimination,Verbal Ability,Idioms & Phrases,Easy
Q04854,10,0.6857,0.028608,0.7,28.8,good_discrimination,Quantitative Aptitude,Logarithms,Easy
Q03297,11,0.6879,0.019298,0.8182,68.3,good_discrimination,Logical Reasoning,Cubes & Dice,Medium
Q00653,12,0.6879,0.013413,0.75,37.0,good_discrimination,Quantitative Aptitude,Pipes & Cisterns,Easy
Q10296,10,0.6901,0.027186,0.9,23.1,good_discrimination,Quantitative Aptitude,Algebra,Easy
Q02477,10,0.6903,0.027123,0.6,25.1,good_discrimination,Verbal Ability,Verbal Analogies,Easy
Q08620,12,0.6904,0.012949,0.3333,51.9,good_discrimination,Quantitative Aptitude,Number System,Medium
Q08921,10,0.6924,0.026488,0.4,97.4,good_discrimination,Quantitative Aptitude,Simple Interest,Hard
Q06037,14,0.6937,0.005928,0.8571,30.7,good_discrimination,Quantitative Aptitude,Ratio & Proportion,Easy
Q09271,10,0.6943,0.025906,0.8,62.4,good_discrimination,Quantitative Aptitude,Number System,Medium
Q04944,10,0.6946,0.025804,0.3,59.8,good_discrimination,Logical Reasoning,Syllogisms,Medium
Q06646,10,0.6953,0.025595,0.5,30.6,good_discrimination,Verbal Ability,Para Summary,Easy
Q09484,10,0.6958,0.025433,0.6,28.3,good_discrimination,Quantitative Aptitude,Probability,Easy
Q08999,11,0.6966,0.017244,0.6364,58.6,good_discrimination,Logical Reasoning,Input-Output,Medium
Q09632,11,0.7007,0.016312,0.6364,28.2,good_discrimination,Quantitative Aptitude,Trigonometry,Easy
Q09915,10,0.7012,0.023849,0.8,38.4,good_discrimination,Logical Reasoning,Statement & Conclusion,Medium
Q10431,10,0.702,0.023637,0.5,44.4,good_discrimination,Logical Reasoning,Input-Output,Medium
Q03934,10,0.7021,0.023603,0.6,54.6,good_discrimination,Verbal Ability,Synonyms & Antonyms,Medium
Q01426,10,0.7034,0.023246,0.5,101.8,good_discrimination,Logical Reasoning,Input-Output,Hard
Q00196,12,0.7035,0.010693,0.5833,60.6,good_discrimination,Quantitative Aptitude,Profit & Loss,Medium
Q01907,14,0.7036,0.004986,0.7143,61.3,good_discrimination,Verbal Ability,Verbal Analogies,Medium
Q08472,12,0.7042,0.010568,0.4167,67.3,good_discrimination,Logical Reasoning,Coding-Decoding,Medium
Q01067,11,0.7045,0.015506,0.3636,57.7,good_discrimination,Quantitative Aptitude,Time & Work,Medium
Q03233,12,0.7057,0.010335,0.5833,51.8,good_discrimination,Logical Reasoning,Analogy,Medium
Q10300,10,0.7058,0.022576,0.6,46.7,good_discrimination,Quantitative Aptitude,Probability,Medium
Q08900,12,0.7067,0.010187,0.5833,82.2,good_discrimination,Quantitative Aptitude,Pipes & Cisterns,Hard
Q09154,14,0.7085,0.004566,0.7143,28.1,good_discrimination,Quantitative Aptitude,Averages,Easy
Q02711,10,0.7099,0.02146,0.7,92.0,good_discrimination,Logical Reasoning,Direction Sense,Hard
Q08376,12,0.7108,0.00956,0.75,59.2,good_discrimination,Verbal Ability,Para Summary,Medium
Q07954,13,0.7123,0.006297,0.1538,92.4,good_discrimination,Logical Reasoning,Direction Sense,Hard
Q06948,10,0.7155,0.019982,0.7,48.0,good_discrimination,Quantitative Aptitude,Averages,Medium
Q07003,10,0.7169,0.019632,0.7,64.8,good_discrimination,Quantitative Aptitude,Surds & Indices,Medium
Q05252,11,0.7173,0.01297,0.4545,35.1,good_discrimination,Verbal Ability,Error Spotting,Easy
Q07240,12,0.7179,0.008559,0.3333,70.1,good_discrimination,Quantitative Aptitude,Quadratic Equations,Medium
Q06451,10,0.7209,0.018639,0.5,45.9,good_discrimination,Data Interpretation,Radar/Spider Charts,Medium
Q05900,13,0.7212,0.005401,0.3077,82.3,good_discrimination,Logical Reasoning,Cubes & Dice,Hard
Q00085,10,0.722,0.018386,0.7,26.8,good_discrimination,Data Interpretation,Caselets,Easy
Q02540,11,0.7225,0.012026,0.3636,66.7,good_discrimination,Logical Reasoning,Ranking & Order,Medium
Q03069,12,0.7302,0.007003,0.75,24.8,good_discrimination,Logical Reasoning,Direction Sense,Easy
Q07319,13,0.7314,0.004495,0.3077,74.7,good_discrimination,Data Interpretation,Bar Graphs,Hard
Q09691,11,0.733,0.010275,0.6364,29.9,good_discrimination,Quantitative Aptitude,Probability,Easy
Q02166,10,0.7341,0.015632,0.7,49.6,good_discrimination,Verbal Ability,Para Summary,Medium
Q09919,10,0.7342,0.015618,0.5,78.2,good_discrimination,Logical Reasoning,Ranking & Order,Hard
Q06676,10,0.7347,0.015509,0.6,31.3,good_discrimination,Quantitative Aptitude,Averages,Easy
Q06313,10,0.7357,0.0153,0.6,29.1,good_discrimination,Logical Reasoning,Clocks & Calendars,Easy
Q00135,10,0.7375,0.014919,0.5,54.6,good_discrimination,Data Interpretation,Line Graphs,Medium
Q05654,12,0.7385,0.00609,0.5833,23.1,good_discrimination,Verbal Ability,Verbal Analogies,Easy
Q07306,11,0.74,0.009219,0.5455,64.0,good_discrimination,Verbal Ability,Fill in the Blanks,Medium
Q09936,12,0.7425,0.005677,0.4167,27.7,good_discrimination,Quantitative Aptitude,Quadratic Equations,Easy
Q07366,10,0.7426,0.013885,0.7,59.8,good_discrimination,Quantitative Aptitude,Quadratic Equations,Medium
Q01179,10,0.7444,0.013527,0.4,24.7,good_discrimination,Verbal Ability,Idioms & Phrases,Easy
Q07305,10,0.7448,0.013451,0.7,29.1,good_discrimination,Quantitative Aptitude,Time & Work,Easy
Q09987,11,0.7461,0.008366,0.8182,33.1,good_discrimination,Logical Reasoning,Ranking & Order,Easy
Q01040,13,0.7462,0.003395,0.4615,31.7,good_discrimination,Quantitative Aptitude,Probability,Easy
Q10076,10,0.7474,0.012952,0.8,29.9,good_discrimination,Quantitative Aptitude,Logarithms,Easy
Q04784,12,0.7477,0.005176,0.75,30.3,good_discrimination,Quantitative Aptitude,Set Theory,Easy
Q06062,11,0.7489,0.007996,0.5455,76.9,good_discrimination,Verbal Ability,Error Spotting,Hard
Q02950,10,0.7505,0.012391,0.7,28.1,good_discrimination,Verbal Ability,Sentence Correction,Easy
Q01138,11,0.7506,0.007771,0.9091,29.7,good_discrimination,Data Interpretation,Mixed DI Sets,Easy
Q00204,10,0.7558,0.011444,0.3,63.1,good_discrimination,Quantitative Aptitude,Partnership,Medium
Q09170,10,0.7602,0.010709,0.4,31.7,good_discrimination,Quantitative Aptitude,Mixtures & Alligations,Easy
Q10309,10,0.7635,0.010176,0.3,96.0,good_discrimination,Verbal Ability,Cloze Test,Hard
Q03980,10,0.7679,0.009492,0.6,56.1,good_discrimination,Logical Reasoning,Direction Sense,Medium
Q10057,16,0.7719,0.000459,0.625,54.5,good_discrimination,Logical Reasoning,Input-Output,Medium
Q01368,12,0.7752,0.003057,0.75,30.0,good_discrimination,Quantitative Aptitude,Logarithms,Easy
Q05568,10,0.7852,0.007126,0.5,35.4,good_discrimination,Verbal Ability,Error Spotting,Easy
Q02055,11,0.7904,0.003781,0.3636,79.5,good_discrimination,Logical Reasoning,Clocks & Calendars,Hard
Q03950,10,0.7911,0.00642,0.2,85.0,good_discrimination,Verbal Ability,Odd One Out,Hard
Q01726,10,0.7921,0.0063,0.5,69.2,good_discrimination,Quantitative Aptitude,Compound Interest,Hard
Q02423,12,0.7941,0.002041,0.3333,94.1,good_discrimination,Quantitative Aptitude,Linear Equations,Hard
Q01936,13,0.7997,0.001032,0.7692,48.2,good_discrimination,Logical Reasoning,Direction Sense,Medium
Q06374,12,0.8006,0.001757,0.75,32.2,good_discrimination,Verbal Ability,Para Jumbles,Easy
Q08599,10,0.8012,0.005333,0.6,49.6,good_discrimination,Quantitative Aptitude,Algebra,Medium
Q09674,10,0.8094,0.004554,0.4,51.4,good_discrimination,Quantitative Aptitude,Logarithms,Medium
Q00666,12,0.8131,0.0013,0.5833,46.7,good_discrimination,Logical Reasoning,Clocks & Calendars,Medium
Q08337,10,0.8187,0.003777,0.5,28.5,good_discrimination,Quantitative Aptitude,Logarithms,Easy
Q02026,10,0.8314,0.002866,0.6,60.4,good_discrimination,Quantitative Aptitude,Mixtures & Alligations,Medium
Q05347,13,0.8394,0.000333,0.5385,30.1,good_discrimination,Verbal Ability,Reading Comprehension,Easy
Q00018,12,0.8428,0.000577,0.6667,66.6,good_discrimination,Verbal Ability,Cloze Test,Medium
Q03009,10,0.8547,0.001629,0.2,102.6,good_discrimination,Logical Reasoning,Series Completion,Hard
Q09157,10,0.8632,0.001293,0.5,64.3,good_discrimination,Verbal Ability,Odd One Out,Medium
Q06913,12,0.8764,0.000184,0.6667,54.2,good_discrimination,Quantitative Aptitude,Partnership,Medium
Q10469,10,0.9194,0.000167,0.2,121.3,good_discrimination,Verbal Ability,Para Jumbles,Hard
Q10411,10,0.9206,0.000158,0.8,56.5,good_discrimination,Verbal Ability,Para Summary,Medium
Q00002,5,,,0.6,31.2,insufficient_data,Quantitative Aptitude,Averages,Easy
Q00003,9,,,0.4444444444444444,89.66666666666667,insufficient_data,Quantitative Aptitude,Compound Interest,Hard
Q00004,3,,,0.3333333333333333,104.66666666666667,insufficient_data,Quantitative Aptitude,Progressions (AP/GP),Hard
Q00005,5,,,0.4,27.6,insufficient_data,Verbal Ability,Para Jumbles,Easy
Q00006,9,,,0.6666666666666666,55.333333333333336,insufficient_data,Quantitative Aptitude,Permutation & Combination,Medium
Q00012,7,,,0.5714285714285714,43.42857142857143,insufficient_data,Verbal Ability,Fill in the Blanks,Medium
Q00013,9,,,0.8888888888888888,56.55555555555556,insufficient_data,Quantitative Aptitude,Probability,Medium
Q00014,9,,,0.3333333333333333,61.55555555555556,insufficient_data,Quantitative Aptitude,Profit & Loss,Medium
Q00016,8,,,0.875,32.625,insufficient_data,Quantitative Aptitude,Mixtures & Alligations,Easy
Q00017,9,,,0.6666666666666666,34.44444444444444,insufficient_data,Quantitative Aptitude,Simple Interest,Easy
Q00019,7,,,0.7142857142857143,44.42857142857143,insufficient_data,Quantitative Aptitude,Linear Equations,Medium
Q00021,9,,,0.6666666666666666,26.555555555555557,insufficient_data,Verbal Ability,Idioms & Phrases,Easy
Q00022,8,,,0.625,37.25,insufficient_data,Verbal Ability,Para Summary,Easy
Q00023,5,,,0.4,34.8,insufficient_data,Logical Reasoning,Statement & Assumption,Easy
Q00024,9,,,0.6666666666666666,24.0,insufficient_data,Quantitative Aptitude,Percentages,Easy
Q00026,6,,,0.3333333333333333,51.5,insufficient_data,Data Interpretation,Mixed DI Sets,Medium
Q00027,9,,,0.6666666666666666,55.111111111111114,insufficient_data,Quantitative Aptitude,Trigonometry,Medium
Q00030,9,,,0.8888888888888888,45.0,insufficient_data,Quantitative Aptitude,Linear Equations,Medium
Q00031,7,,,0.8571428571428571,15.571428571428571,insufficient_data,Data Interpretation,Venn-based DI,Easy
Q00036,8,,,0.375,39.25,insufficient_data,Quantitative Aptitude,Surds & Indices,Medium
Q00037,8,,,0.375,76.625,insufficient_data,Verbal Ability,Cloze Test,Hard
Q00039,9,,,0.7777777777777778,27.11111111111111,insufficient_data,Quantitative Aptitude,Number System,Easy
Q00040,6,,,0.5,55.166666666666664,insufficient_data,Logical Reasoning,Puzzles,Medium
Q00043,6,,,0.5,33.666666666666664,insufficient_data,Verbal Ability,Fill in the Blanks,Medium
Q00044,8,,,0.375,55.5,insufficient_data,Quantitative Aptitude,Linear Equations,Medium
Q00045,8,,,0.5,36.125,insufficient_data,Data Interpretation,Tables,Easy
Q00046,9,,,0.5555555555555556,56.22222222222222,insufficient_data,Quantitative Aptitude,Profit & Loss,Medium
Q00047,8,,,0.625,41.5,insufficient_data,Logical Reasoning,Coding-Decoding,Medium
Q00052,9,,,0.6666666666666666,72.77777777777777,insufficient_data,Verbal Ability,Para Jumbles,Medium
Q00053,7,,,0.5714285714285714,28.142857142857142,insufficient_data,Data Interpretation,Venn-based DI,Easy
Q00054,8,,,0.375,91.0,insufficient_data,Data Interpretation,Tables,Hard
Q00056,8,,,0.625,37.5,insufficient_data,Logical Reasoning,Syllogisms,Easy
Q00057,9,,,0.4444444444444444,63.55555555555556,insufficient_data,Quantitative Aptitude,Ratio & Proportion,Hard
Q00059,8,,,0.375,76.25,insufficient_data,Verbal Ability,Sentence Correction,Hard
Q00062,6,,,1.0,22.0,insufficient_data,Quantitative Aptitude,Mensuration,Easy
Q00064,8,,,0.75,30.75,insufficient_data,Verbal Ability,Sentence Correction,Easy
Q00065,5,,,0.6,60.6,insufficient_data,Quantitative Aptitude,Mensuration,Medium
Q00066,6,,,0.6666666666666666,70.16666666666667,insufficient_data,Verbal Ability,Synonyms & Antonyms,Medium
Q00074,8,,,0.5,89.5,insufficient_data,Data Interpretation,Radar/Spider Charts,Hard
Q00079,4,,,1.0,47.0,insufficient_data,Quantitative Aptitude,Permutation & Combination,Medium
Q00084,9,,,0.5555555555555556,36.22222222222222,insufficient_data,Verbal Ability,Sentence Correction,Medium
Q00088,7,,,0.5714285714285714,29.428571428571427,insufficient_data,Quantitative Aptitude,"Time, Speed & Distance",Easy
Q00089,4,,,0.75,76.25,insufficient_data,Verbal Ability,Para Jumbles,Medium
Q00091,6,,,0.5,30.0,insufficient_data,Verbal Ability,Idioms & Phrases,Easy
Q00095,8,,,0.75,22.375,insufficient_data,Logical Reasoning,Clocks & Calendars,Easy
Q00099,7,,,0.5714285714285714,58.142857142857146,insufficient_data,Data Interpretation,Line Graphs,Medium
Q00101,4,,,0.75,58.5,insufficient_data,Logical Reasoning,Direction Sense,Medium
Q00102,8,,,0.625,24.625,insufficient_data,Logical Reasoning,Input-Output,Easy
Q00105,7,,,0.7142857142857143,27.142857142857142,insufficient_data,Verbal Ability,Idioms & Phrases,Easy
Q00107,5,,,0.8,23.2,insufficient_data,Verbal Ability,Para Summary,Easy
Q00110,9,,,0.5555555555555556,79.0,insufficient_data,Logical Reasoning,Puzzles,Medium
Q00111,9,,,0.7777777777777778,68.55555555555556,insufficient_data,Data Interpretation,Tables,Medium
Q00113,7,,,0.8571428571428571,18.857142857142858,insufficient_data,Verbal Ability,Reading Comprehension,Easy
Q00115,7,,,0.2857142857142857,86.71428571428571,insufficient_data,Verbal Ability,Fill in the Blanks,Hard
Q00120,3,,,0.3333333333333333,55.0,insufficient_data,Verbal Ability,Verbal Analogies,Medium
Q00123,8,,,1.0,27.125,insufficient_data,Logical Reasoning,Venn Diagrams,Easy
Q00124,7,,,0.7142857142857143,53.857142857142854,insufficient_data,Data Interpretation,Data Sufficiency (DI),Medium
Q00126,7,,,0.42857142857142855,44.42857142857143,insufficient_data,Verbal Ability,Para Summary,Medium
Q00127,8,,,0.625,52.125,insufficient_data,Verbal Ability,Para Summary,Medium
Q00130,8,,,0.625,45.875,insufficient_data,Quantitative Aptitude,Surds & Indices,Medium
Q00131,9,,,0.4444444444444444,27.77777777777778,insufficient_data,Verbal Ability,Odd One Out,Easy
Q00132,8,,,0.375,99.5,insufficient_data,Quantitative Aptitude,Permutation & Combination,Hard
Q00133,7,,,0.7142857142857143,42.57142857142857,insufficient_data,Verbal Ability,Para Jumbles,Easy
Q00134,6,,,0.5,84.83333333333333,insufficient_data,Verbal Ability,Critical Reasoning,Hard
Q00136,7,,,0.8571428571428571,59.42857142857143,insufficient_data,Verbal Ability,Sentence Correction,Medium
Q00138,7,,,0.42857142857142855,61.42857142857143,insufficient_data,Quantitative Aptitude,"Time, Speed & Distance",Medium
Q00139,2,,,1.0,12.5,insufficient_data,Quantitative Aptitude,Quadratic Equations,Easy
Q00140,8,,,0.625,52.125,insufficient_data,Verbal Ability,Cloze Test,Medium
Q00141,7,,,0.5714285714285714,43.714285714285715,insufficient_data,Data Interpretation,Tables,Medium
Q00144,8,,,0.625,55.5,insufficient_data,Quantitative Aptitude,Compound Interest,Medium
Q00146,9,,,0.3333333333333333,56.888888888888886,insufficient_data,Logical Reasoning,Cubes & Dice,Medium
Q00147,8,,,0.5,105.75,insufficient_data,Logical Reasoning,Analogy,Hard
Q00148,9,,,0.5555555555555556,26.0,insufficient_data,Quantitative Aptitude,Set Theory,Easy
Q00151,4,,,0.25,72.0,insufficient_data,Verbal Ability,Fill in the Blanks,Medium
Q00154,6,,,0.3333333333333333,68.0,insufficient_data,Data Interpretation,Data Sufficiency (DI),Hard
Q00156,8,,,0.625,30.5,insufficient_data,Data Interpretation,Data Sufficiency (DI),Easy
Q00157,6,,,0.5,54.0,insufficient_data,Logical Reasoning,Ranking & Order,Medium
Q00158,7,,,0.5714285714285714,28.857142857142858,insufficient_data,Logical Reasoning,Clocks & Calendars,Easy
Q00161,9,,,0.7777777777777778,32.77777777777778,insufficient_data,Verbal Ability,Para Summary,Easy
Q00162,9,,,0.5555555555555556,70.77777777777777,insufficient_data,Data Interpretation,Mixed DI Sets,Medium
Q00163,8,,,0.625,57.5,insufficient_data,Quantitative Aptitude,Mensuration,Medium
Q00166,7,,,0.5714285714285714,48.0,insufficient_data,Logical Reasoning,Input-Output,Medium
Q00168,9,,,0.6666666666666666,29.444444444444443,insufficient_data,Verbal Ability,Para Summary,Easy
Q00169,7,,,1.0,31.142857142857142,insufficient_data,Quantitative Aptitude,Algebra,Easy
Q00171,6,,,0.5,31.833333333333332,insufficient_data,Data Interpretation,Bar Graphs,Easy
Q00172,5,,,0.2,66.8,insufficient_data,Logical Reasoning,Statement & Assumption,Medium
Q00175,8,,,0.75,22.5,insufficient_data,Logical Reasoning,Analogy,Easy
Q00176,8,,,0.75,35.75,insufficient_data,Quantitative Aptitude,Mensuration,Easy
Q00177,6,,,0.5,36.166666666666664,insufficient_data,Quantitative Aptitude,Logarithms,Easy
Q00179,8,,,0.375,58.125,insufficient_data,Data Interpretation,Bar Graphs,Medium
Q00181,5,,,0.8,30.0,insufficient_data,Quantitative Aptitude,Simple Interest,Easy
Q00182,6,,,0.6666666666666666,67.16666666666667,insufficient_data,Quantitative Aptitude,Progressions (AP/GP),Medium
Q00184,8,,,0.375,51.5,insufficient_data,Data Interpretation,Bar Graphs,Hard
Q00185,4,,,0.75,27.5,insufficient_data,Quantitative Aptitude,Geometry,Easy
Q00186,4,,,0.75,29.0,insufficient_data,Quantitative Aptitude,Partnership,Easy
Q00187,9,,,0.7777777777777778,63.22222222222222,insufficient_data,Logical Reasoning,Coding-Decoding,Medium
Q00188,7,,,0.42857142857142855,66.28571428571429,insufficient_data,Logical Reasoning,Cubes & Dice,Medium
Q00189,4,,,0.75,26.0,insufficient_data,Quantitative Aptitude,Averages,Easy
Q00192,7,,,0.5714285714285714,47.142857142857146,insufficient_data,Quantitative Aptitude,Number System,Medium
Q00193,7,,,0.7142857142857143,25.0,insufficient_data,Quantitative Aptitude,Trigonometry,Easy
Q00197,8,,,0.25,56.625,insufficient_data,Logical Reasoning,Input-Output,Medium
Q00199,9,,,0.6666666666666666,54.333333333333336,insufficient_data,Verbal Ability,Odd One Out,Medium
Q00200,8,,,0.75,22.875,insufficient_data,Quantitative Aptitude,Mixtures & Alligations,Easy
Q00201,7,,,0.5714285714285714,32.285714285714285,insufficient_data,Quantitative Aptitude,Partnership,Easy
Q00202,7,,,0.5714285714285714,82.85714285714286,insufficient_data,Quantitative Aptitude,Surds & Indices,Hard
Q00203,9,,,0.6666666666666666,63.22222222222222,insufficient_data,Quantitative Aptitude,Geometry,Medium
Q00205,7,,,0.7142857142857143,94.28571428571429,insufficient_data,Data Interpretation,Caselets,Hard
Q00206,9,,,0.4444444444444444,59.666666666666664,insufficient_data,Quantitative Aptitude,Pipes & Cisterns,Medium
Q00209,7,,,0.2857142857142857,66.85714285714286,insufficient_data,Quantitative Aptitude,Simple Interest,Medium
Q00211,9,,,0.7777777777777778,67.33333333333333,insufficient_data,Quantitative Aptitude,Number System,Medium
Q00213,9,,,0.7777777777777778,32.888888888888886,insufficient_data,Quantitative Aptitude,Mixtures & Alligations,Easy
Q00215,6,,,0.6666666666666666,48.0,insufficient_data,Verbal Ability,Odd One Out,Medium
Q00216,6,,,0.6666666666666666,96.16666666666667,insufficient_data,Quantitative Aptitude,Averages,Hard
Q00217,8,,,0.375,125.375,insufficient_data,Verbal Ability,Para Summary,Hard
Q00218,9,,,0.4444444444444444,27.88888888888889,insufficient_data,Data Interpretation,Bar Graphs,Easy
Q00220,8,,,0.25,66.25,insufficient_data,Quantitative Aptitude,Simple Interest,Medium
Q00224,7,,,0.5714285714285714,59.0,insufficient_data,Logical Reasoning,Series Completion,Medium
Q00225,6,,,0.8333333333333334,19.666666666666668,insufficient_data,Logical Reasoning,Coding-Decoding,Easy
Q00226,9,,,0.5555555555555556,77.66666666666667,insufficient_data,Quantitative Aptitude,Probability,Hard
Q00230,8,,,0.5,37.125,insufficient_data,Verbal Ability,Cloze Test,Medium
Q00231,7,,,0.5714285714285714,58.142857142857146,insufficient_data,Data Interpretation,Tables,Medium
Q00232,9,,,0.3333333333333333,58.22222222222222,insufficient_data,Quantitative Aptitude,Ratio & Proportion,Medium
Q00237,7,,,0.7142857142857143,84.0,insufficient_data,Quantitative Aptitude,Averages,Medium
Q00238,8,,,0.5,47.375,insufficient_data,Verbal Ability,Para Jumbles,Medium
Q00239,6,,,0.5,29.0,insufficient_data,Quantitative Aptitude,Logarithms,Easy
Q00240,8,,,0.375,89.25,insufficient_data,Logical Reasoning,Statement & Assumption,Hard
Q00242,8,,,0.5,87.125,insufficient_data,Quantitative Aptitude,Time & Work,Hard
Q00245,7,,,0.8571428571428571,36.0,insufficient_data,Logical Reasoning,Data Sufficiency,Medium
Q00248,6,,,0.3333333333333333,58.0,insufficient_data,Logical Reasoning,Syllogisms,Medium
Q00250,4,,,0.5,105.0,insufficient_data,Logical Reasoning,Blood Relations,Hard
Q00251,7,,,0.2857142857142857,25.0,insufficient_data,Quantitative Aptitude,Percentages,Easy
Q00256,8,,,0.75,77.875,insufficient_data,Quantitative Aptitude,Logarithms,Hard
