question_id,section,subtopic,difficulty_tag,exam_tags,exam_tags_list,num_exam_tags
Q05334,Data Interpretation,Pie Charts,Easy,TCS NQT,['TCS NQT'],1
Q05335,Quantitative Aptitude,Percentages,Hard,TCS NQT,['TCS NQT'],1
Q05336,Quantitative Aptitude,Simple Interest,Easy,Placements,['Placements'],1
Q05337,Data Interpretation,Bar Graphs,Easy,"Banking,TCS NQT,Placements","['Banking', 'TCS NQT', 'Placements']",3
Q05338,Quantitative Aptitude,Simple Interest,Medium,"Banking,SSC","['Banking', 'SSC']",2
Q05339,Logical Reasoning,Seating Arrangement,Medium,"Placements,Banking","['Placements', 'Banking']",2
Q05340,Logical Reasoning,Syllogisms,Medium,"CAT,TCS NQT,General","['CAT', 'TCS NQT', 'General']",3
Q05341,Data Interpretation,Mixed DI Sets,Easy,"CAT,Placements","['CAT', 'Placements']",2
Q05342,Quantitative Aptitude,Progressions (AP/GP),Medium,General,['General'],1
Q05343,Quantitative Aptitude,Simple Interest,Medium,"General,CAT","['General', 'CAT']",2
Q05344,Quantitative Aptitude,Mensuration,Medium,Placements,['Placements'],1
Q05345,Data Interpretation,Venn-based DI,Medium,Banking,['Banking'],1
Q05346,Quantitative Aptitude,Mensuration,Easy,Placements,['Placements'],1
Q05347,Verbal Ability,Reading Comprehension,Easy,"General,Placements","['General', 'Placements']",2
Q05348,Logical Reasoning,Venn Diagrams,Easy,CAT,['CAT'],1
Q05349,Data Interpretation,Caselets,Medium,"TCS NQT,SSC","['TCS NQT', 'SSC']",2
Q05350,Logical Reasoning,Analogy,Medium,"Placements,Banking","['Placements', 'Banking']",2
Q05351,Quantitative Aptitude,Time & Work,Easy,General,['General'],1
Q05352,Verbal Ability,Sentence Correction,Easy,CAT,['CAT'],1
Q05353,Logical Reasoning,Input-Output,Hard,SSC,['SSC'],1
Q05354,Data Interpretation,Venn-based DI,Easy,"General,SSC,Banking","['General', 'SSC', 'Banking']",3
Q05355,Logical Reasoning,Input-Output,Medium,"Banking,TCS NQT,SSC","['Banking', 'TCS NQT', 'SSC']",3
Q05356,Logical Reasoning,Analogy,Medium,Placements,['Placements'],1
Q05357,Logical Reasoning,Puzzles,Hard,"CAT,SSC,Placements","['CAT', 'SSC', 'Placements']",3
Q05358,Data Interpretation,Tables,Easy,"Banking,Placements,General","['Banking', 'Placements', 'General']",3
Q05359,Verbal Ability,Critical Reasoning,Medium,"Banking,General","['Banking', 'General']",2
Q05360,Quantitative Aptitude,Compound Interest,Hard,SSC,['SSC'],1
Q05361,Quantitative Aptitude,Progressions (AP/GP),Medium,TCS NQT,['TCS NQT'],1
Q05362,Verbal Ability,Sentence Correction,Hard,General,['General'],1
Q05363,Verbal Ability,Odd One Out,Medium,CAT,['CAT'],1
Q05364,Logical Reasoning,Syllogisms,Medium,"Banking,General","['Banking', 'General']",2
Q05365,Logical Reasoning,Input-Output,Hard,SSC,['SSC'],1
Q05366,Verbal Ability,Fill in the Blanks,Hard,"TCS NQT,CAT,General","['TCS NQT', 'CAT', 'General']",3
Q05367,Data Interpretation,Pie Charts,Medium,Banking,['Banking'],1
Q05368,Logical Reasoning,Analogy,Hard,"Banking,CAT,SSC","['Banking', 'CAT', 'SSC']",3
Q05369,Data Interpretation,Bar Graphs,Hard,General,['General'],1
Q05370,Logical Reasoning,Statement & Conclusion,Medium,"Placements,TCS NQT,CAT","['Placements', 'TCS NQT', 'CAT']",3
Q05371,Logical Reasoning,Statement & Conclusion,Hard,"CAT,SSC,Placements","['CAT', 'SSC', 'Placements']",3
Q05372,Verbal Ability,Cloze Test,Medium,"CAT,SSC,Placements","['CAT', 'SSC', 'Placements']",3
Q05373,Data Interpretation,Bar Graphs,Medium,"TCS NQT,General","['TCS NQT', 'General']",2
Q05374,Logical Reasoning,Syllogisms,Medium,"SSC,TCS NQT,Banking","['SSC', 'TCS NQT', 'Banking']",3
Q05375,Data Interpretation,Data Sufficiency (DI),Easy,"TCS NQT,Banking,Placements","['TCS NQT', 'Banking', 'Placements']",3
Q05376,Verbal Ability,Cloze Test,Hard,Placements,['Placements'],1
Q05377,Verbal Ability,Odd One Out,Medium,"Banking,CAT,General","['Banking', 'CAT', 'General']",3
Q05378,Verbal Ability,Para Summary,Medium,"TCS NQT,SSC,CAT","['TCS NQT', 'SSC', 'CAT']",3
Q05379,Verbal Ability,Para Summary,Hard,"CAT,Placements","['CAT', 'Placements']",2
Q05380,Data Interpretation,Tables,Hard,"SSC,CAT","['SSC', 'CAT']",2
Q05381,Logical Reasoning,Analogy,Easy,"TCS NQT,SSC","['TCS NQT', 'SSC']",2
Q05382,Quantitative Aptitude,Ratio & Proportion,Easy,Placements,['Placements'],1
Q05383,Quantitative Aptitude,Algebra,Medium,"Placements,General","['Placements', 'General']",2
Q05384,Quantitative Aptitude,Pipes & Cisterns,Medium,"TCS NQT,General,SSC","['TCS NQT', 'General', 'SSC']",3
Q05385,Quantitative Aptitude,Progressions (AP/GP),Easy,"CAT,TCS NQT,Banking","['CAT', 'TCS NQT', 'Banking']",3
Q05386,Logical Reasoning,Blood Relations,Medium,General,['General'],1
Q05387,Quantitative Aptitude,Averages,Medium,Banking,['Banking'],1
Q05388,Verbal Ability,Cloze Test,Medium,CAT,['CAT'],1
Q05389,Quantitative Aptitude,"Time, Speed & Distance",Easy,"CAT,TCS NQT","['CAT', 'TCS NQT']",2
Q05390,Quantitative Aptitude,Mensuration,Medium,"Placements,CAT,TCS NQT","['Placements', 'CAT', 'TCS NQT']",3
Q05391,Quantitative Aptitude,Geometry,Medium,Placements,['Placements'],1
Q05392,Quantitative Aptitude,Surds & Indices,Medium,"General,CAT,SSC","['General', 'CAT', 'SSC']",3
Q05393,Logical Reasoning,Puzzles,Medium,"CAT,Placements,SSC","['CAT', 'Placements', 'SSC']",3
Q05394,Verbal Ability,Cloze Test,Medium,"TCS NQT,General,Banking","['TCS NQT', 'General', 'Banking']",3
Q05395,Verbal Ability,Synonyms & Antonyms,Medium,CAT,['CAT'],1
Q05396,Data Interpretation,Radar/Spider Charts,Easy,General,['General'],1
Q05397,Quantitative Aptitude,Probability,Medium,"General,TCS NQT,SSC","['General', 'TCS NQT', 'SSC']",3
Q05398,Verbal Ability,Cloze Test,Medium,"CAT,General,Banking","['CAT', 'General', 'Banking']",3
Q05399,Verbal Ability,Critical Reasoning,Hard,"TCS NQT,Placements","['TCS NQT', 'Placements']",2
Q05400,Logical Reasoning,Coding-Decoding,Medium,Banking,['Banking'],1
Q05401,Logical Reasoning,Data Sufficiency,Medium,"TCS NQT,Placements,Banking","['TCS NQT', 'Placements', 'Banking']",3
Q05402,Quantitative Aptitude,Permutation & Combination,Medium,"Banking,CAT","['Banking', 'CAT']",2
Q05403,Quantitative Aptitude,Probability,Easy,CAT,['CAT'],1
Q05404,Quantitative Aptitude,Number System,Hard,"TCS NQT,CAT","['TCS NQT', 'CAT']",2
Q05405,Quantitative Aptitude,Geometry,Easy,"SSC,Banking","['SSC', 'Banking']",2
Q05406,Quantitative Aptitude,Surds & Indices,Medium,Placements,['Placements'],1
Q05407,Quantitative Aptitude,"Time, Speed & Distance",Hard,"TCS NQT,CAT","['TCS NQT', 'CAT']",2
Q05408,Data Interpretation,Caselets,Hard,"Banking,CAT,TCS NQT","['Banking', 'CAT', 'TCS NQT']",3
Q05409,Verbal Ability,Synonyms & Antonyms,Easy,"Banking,TCS NQT,SSC","['Banking', 'TCS NQT', 'SSC']",3
Q05410,Logical Reasoning,Coding-Decoding,Medium,"General,Banking,Placements","['General', 'Banking', 'Placements']",3
Q05411,Quantitative Aptitude,Mensuration,Medium,"Banking,TCS NQT,General","['Banking', 'TCS NQT', 'General']",3
Q05412,Logical Reasoning,Syllogisms,Medium,"CAT,TCS NQT","['CAT', 'TCS NQT']",2
Q05413,Verbal Ability,Fill in the Blanks,Easy,General,['General'],1
Q05414,Logical Reasoning,Puzzles,Medium,"CAT,TCS NQT","['CAT', 'TCS NQT']",2
Q05415,Verbal Ability,Para Summary,Easy,SSC,['SSC'],1
Q05416,Quantitative Aptitude,Geometry,Hard,Banking,['Banking'],1
Q05417,Verbal Ability,Idioms & Phrases,Medium,"Placements,General,Banking","['Placements', 'General', 'Banking']",3
Q05418,Data Interpretation,Caselets,Medium,"General,TCS NQT,Placements","['General', 'TCS NQT', 'Placements']",3
Q05419,Quantitative Aptitude,Algebra,Medium,"Banking,SSC,CAT","['Banking', 'SSC', 'CAT']",3
Q05420,Verbal Ability,Odd One Out,Hard,"General,Banking,Placements","['General', 'Banking', 'Placements']",3
Q05421,Verbal Ability,Critical Reasoning,Easy,"CAT,TCS NQT,Banking","['CAT', 'TCS NQT', 'Banking']",3
Q05422,Logical Reasoning,Clocks & Calendars,Hard,"Banking,General,Placements","['Banking', 'General', 'Placements']",3
Q05423,Verbal Ability,Error Spotting,Easy,"TCS NQT,Banking","['TCS NQT', 'Banking']",2
Q05424,Data Interpretation,Bar Graphs,Medium,"Banking,TCS NQT","['Banking', 'TCS NQT']",2
Q05425,Quantitative Aptitude,Mixtures & Alligations,Medium,CAT,['CAT'],1
Q05426,Quantitative Aptitude,Mensuration,Medium,Placements,['Placements'],1
Q05427,Data Interpretation,Venn-based DI,Easy,"CAT,Banking","['CAT', 'Banking']",2
Q05428,Verbal Ability,Synonyms & Antonyms,Hard,SSC,['SSC'],1
Q05429,Quantitative Aptitude,Progressions (AP/GP),Easy,General,['General'],1
Q05430,Logical Reasoning,Input-Output,Medium,"TCS NQT,General","['TCS NQT', 'General']",2
Q05431,Quantitative Aptitude,Compound Interest,Medium,TCS NQT,['TCS NQT'],1
Q05432,Verbal Ability,Verbal Analogies,Medium,SSC,['SSC'],1
Q05433,Quantitative Aptitude,Probability,Easy,"TCS NQT,General","['TCS NQT', 'General']",2
Q05434,Verbal Ability,Sentence Correction,Hard,"CAT,Banking,Placements","['CAT', 'Banking', 'Placements']",3
Q05435,Logical Reasoning,Statement & Conclusion,Easy,"Banking,Placements","['Banking', 'Placements']",2
Q05436,Verbal Ability,Idioms & Phrases,Easy,"TCS NQT,General","['TCS NQT', 'General']",2
Q05437,Logical Reasoning,Seating Arrangement,Medium,"CAT,TCS NQT","['CAT', 'TCS NQT']",2
Q05438,Verbal Ability,Para Jumbles,Medium,SSC,['SSC'],1
Q05439,Quantitative Aptitude,Profit & Loss,Easy,CAT,['CAT'],1
Q05440,Quantitative Aptitude,Progressions (AP/GP),Medium,"Placements,SSC,General","['Placements', 'SSC', 'General']",3
Q05441,Quantitative Aptitude,"Time, Speed & Distance",Easy,"Banking,CAT,Placements","['Banking', 'CAT', 'Placements']",3
Q05442,Verbal Ability,Sentence Correction,Hard,"General,Banking","['General', 'Banking']",2
Q05443,Quantitative Aptitude,Number System,Easy,"Placements,General","['Placements', 'General']",2
Q05444,Quantitative Aptitude,Percentages,Medium,"SSC,TCS NQT","['SSC', 'TCS NQT']",2
Q05445,Logical Reasoning,Puzzles,Easy,"SSC,CAT","['SSC', 'CAT']",2
Q05446,Quantitative Aptitude,Time & Work,Medium,"SSC,General","['SSC', 'General']",2
Q05447,Quantitative Aptitude,Trigonometry,Easy,SSC,['SSC'],1
Q05448,Logical Reasoning,Puzzles,Medium,"CAT,Banking,SSC","['CAT', 'Banking', 'SSC']",3
Q05449,Data Interpretation,Bar Graphs,Easy,General,['General'],1
Q05450,Quantitative Aptitude,Mixtures & Alligations,Medium,"CAT,TCS NQT","['CAT', 'TCS NQT']",2
Q05451,Data Interpretation,Data Sufficiency (DI),Hard,"CAT,Banking","['CAT', 'Banking']",2
Q05452,Data Interpretation,Radar/Spider Charts,Medium,"CAT,TCS NQT,Placements","['CAT', 'TCS NQT', 'Placements']",3
Q05453,Quantitative Aptitude,Partnership,Medium,"TCS NQT,General","['TCS NQT', 'General']",2
Q05454,Data Interpretation,Venn-based DI,Easy,"CAT,TCS NQT,General","['CAT', 'TCS NQT', 'General']",3
Q05455,Quantitative Aptitude,Quadratic Equations,Easy,"TCS NQT,Placements","['TCS NQT', 'Placements']",2
Q05456,Logical Reasoning,Puzzles,Medium,"CAT,Banking","['CAT', 'Banking']",2
Q05457,Verbal Ability,Critical Reasoning,Easy,"TCS NQT,CAT","['TCS NQT', 'CAT']",2
Q05458,Verbal Ability,Sentence Correction,Medium,"TCS NQT,Placements","['TCS NQT', 'Placements']",2
Q05459,Quantitative Aptitude,Quadratic Equations,Medium,"Banking,SSC,General","['Banking', 'SSC', 'General']",3
Q05460,Logical Reasoning,Statement & Assumption,Medium,"TCS NQT,Banking,General","['TCS NQT', 'Banking', 'General']",3
Q05461,Quantitative Aptitude,Mixtures & Alligations,Easy,"Banking,TCS NQT,SSC","['Banking', 'TCS NQT', 'SSC']",3
Q05462,Logical Reasoning,Seating Arrangement,Easy,"SSC,TCS NQT","['SSC', 'TCS NQT']",2
Q05463,Quantitative Aptitude,Averages,Medium,"General,CAT","['General', 'CAT']",2
Q05464,Data Interpretation,Pie Charts,Easy,TCS NQT,['TCS NQT'],1
Q05465,Data Interpretation,Line Graphs,Easy,"TCS NQT,Placements,CAT","['TCS NQT', 'Placements', 'CAT']",3
Q05466,Logical Reasoning,Analogy,Hard,"Placements,Banking","['Placements', 'Banking']",2
Q05467,Verbal Ability,Error Spotting,Hard,SSC,['SSC'],1
Q05468,Quantitative Aptitude,Simple Interest,Hard,Banking,['Banking'],1
Q05469,Logical Reasoning,Seating Arrangement,Medium,"General,CAT","['General', 'CAT']",2
Q05470,Data Interpretation,Tables,Easy,"TCS NQT,General,Banking","['TCS NQT', 'General', 'Banking']",3
Q05471,Quantitative Aptitude,"Time, Speed & Distance",Easy,"SSC,Placements","['SSC', 'Placements']",2
Q05472,Logical Reasoning,Input-Output,Medium,"General,Placements,CAT","['General', 'Placements', 'CAT']",3
Q05473,Quantitative Aptitude,Permutation & Combination,Hard,"SSC,General,TCS NQT","['SSC', 'General', 'TCS NQT']",3
Q05474,Quantitative Aptitude,Logarithms,Easy,Banking,['Banking'],1
Q05475,Logical Reasoning,Analogy,Medium,CAT,['CAT'],1
Q05476,Logical Reasoning,Blood Relations,Medium,"General,TCS NQT,SSC","['General', 'TCS NQT', 'SSC']",3
Q05477,Quantitative Aptitude,Compound Interest,Medium,"TCS NQT,General","['TCS NQT', 'General']",2
Q05478,Verbal Ability,Critical Reasoning,Medium,CAT,['CAT'],1
Q05479,Logical Reasoning,Clocks & Calendars,Medium,"Banking,SSC","['Banking', 'SSC']",2
Q05480,Quantitative Aptitude,Pipes & Cisterns,Medium,"TCS NQT,Banking,General","['TCS NQT', 'Banking', 'General']",3
Q05481,Quantitative Aptitude,Trigonometry,Hard,"CAT,SSC","['CAT', 'SSC']",2
Q05482,Quantitative Aptitude,Geometry,Medium,"Placements,CAT","['Placements', 'CAT']",2
Q05483,Data Interpretation,Caselets,Easy,"Banking,SSC","['Banking', 'SSC']",2
Q05484,Logical Reasoning,Analogy,Medium,"SSC,TCS NQT","['SSC', 'TCS NQT']",2
Q05485,Logical Reasoning,Blood Relations,Medium,"Banking,SSC,TCS NQT","['Banking', 'SSC', 'TCS NQT']",3
Q05486,Quantitative Aptitude,Ratio & Proportion,Easy,TCS NQT,['TCS NQT'],1
Q05487,Logical Reasoning,Blood Relations,Hard,"Placements,General","['Placements', 'General']",2
Q05488,Quantitative Aptitude,Linear Equations,Hard,"Banking,General","['Banking', 'General']",2
Q05489,Logical Reasoning,Direction Sense,Medium,"Placements,Banking,SSC","['Placements', 'Banking', 'SSC']",3
Q05490,Quantitative Aptitude,Partnership,Easy,"CAT,General","['CAT', 'General']",2
Q05491,Logical Reasoning,Ranking & Order,Hard,"SSC,TCS NQT,General","['SSC', 'TCS NQT', 'General']",3
Q05492,Logical Reasoning,Statement & Assumption,Easy,CAT,['CAT'],1
Q05493,Verbal Ability,Error Spotting,Medium,"Banking,Placements,TCS NQT","['Banking', 'Placements', 'TCS NQT']",3
Q05494,Data Interpretation,Pie Charts,Hard,Placements,['Placements'],1
Q05495,Verbal Ability,Critical Reasoning,Medium,Banking,['Banking'],1
Q05496,Logical Reasoning,Input-Output,Easy,"General,Banking","['General', 'Banking']",2
Q05497,Logical Reasoning,Clocks & Calendars,Medium,"Placements,SSC","['Placements', 'SSC']",2
Q05498,Verbal Ability,Verbal Analogies,Medium,Banking,['Banking'],1
Q05499,Quantitative Aptitude,Number System,Medium,CAT,['CAT'],1
Q05500,Quantitative Aptitude,Time & Work,Hard,"General,CAT","['General', 'CAT']",2
Q05501,Quantitative Aptitude,Profit & Loss,Hard,"TCS NQT,SSC","['TCS NQT', 'SSC']",2
Q05502,Logical Reasoning,Ranking & Order,Medium,CAT,['CAT'],1
Q05503,Verbal Ability,Idioms & Phrases,Medium,CAT,['CAT'],1
Q05504,Quantitative Aptitude,Trigonometry,Medium,"TCS NQT,Banking,General","['TCS NQT', 'Banking', 'General']",3
Q05505,Quantitative Aptitude,Partnership,Medium,"TCS NQT,Placements","['TCS NQT', 'Placements']",2
Q05506,Logical Reasoning,Series Completion,Easy,Placements,['Placements'],1
Q05507,Logical Reasoning,Data Sufficiency,Medium,"CAT,SSC","['CAT', 'SSC']",2
Q05508,Verbal Ability,Odd One Out,Easy,General,['General'],1
Q05509,Verbal Ability,Para Summary,Medium,"Placements,Banking","['Placements', 'Banking']",2
Q05510,Verbal Ability,Para Jumbles,Easy,General,['General'],1
Q05511,Quantitative Aptitude,Simple Interest,Hard,CAT,['CAT'],1
Q05512,Verbal Ability,Sentence Correction,Medium,"SSC,Placements,Banking","['SSC', 'Placements', 'Banking']",3
Q05513,Verbal Ability,Fill in the Blanks,Medium,Banking,['Banking'],1
Q05514,Verbal Ability,Fill in the Blanks,Medium,"TCS NQT,Banking,CAT","['TCS NQT', 'Banking', 'CAT']",3
Q05515,Logical Reasoning,Cubes & Dice,Medium,"SSC,Placements,General","['SSC', 'Placements', 'General']",3
Q05516,Quantitative Aptitude,Averages,Hard,"Placements,SSC,General","['Placements', 'SSC', 'General']",3
Q05517,Logical Reasoning,Puzzles,Easy,"TCS NQT,Placements,SSC","['TCS NQT', 'Placements', 'SSC']",3
Q05518,Quantitative Aptitude,Averages,Hard,"SSC,CAT","['SSC', 'CAT']",2
Q05519,Logical Reasoning,Syllogisms,Hard,"Banking,SSC,TCS NQT","['Banking', 'SSC', 'TCS NQT']",3
Q05520,Logical Reasoning,Data Sufficiency,Easy,"General,Banking","['General', 'Banking']",2
Q05521,Verbal Ability,Fill in the Blanks,Hard,"Placements,General,CAT","['Placements', 'General', 'CAT']",3
Q05522,Logical Reasoning,Puzzles,Medium,Placements,['Placements'],1
Q05523,Verbal Ability,Synonyms & Antonyms,Medium,"Banking,SSC,General","['Banking', 'SSC', 'General']",3
Q05524,Verbal Ability,Cloze Test,Easy,"General,CAT,Banking","['General', 'CAT', 'Banking']",3
Q05525,Verbal Ability,Odd One Out,Hard,"Placements,General","['Placements', 'General']",2
Q05526,Verbal Ability,Cloze Test,Medium,"General,Placements","['General', 'Placements']",2
Q05527,Logical Reasoning,Analogy,Hard,CAT,['CAT'],1
Q05528,Verbal Ability,Sentence Correction,Medium,"TCS NQT,Banking,Placements","['TCS NQT', 'Banking', 'Placements']",3
Q05529,Verbal Ability,Para Jumbles,Easy,"SSC,CAT","['SSC', 'CAT']",2
Q05530,Verbal Ability,Cloze Test,Medium,"CAT,General,Banking","['CAT', 'General', 'Banking']",3
Q05531,Quantitative Aptitude,Ratio & Proportion,Medium,SSC,['SSC'],1
Q05532,Logical Reasoning,Venn Diagrams,Medium,"General,Placements,CAT","['General', 'Placements', 'CAT']",3
Q05533,Quantitative Aptitude,Quadratic Equations,Hard,"Placements,SSC,General","['Placements', 'SSC', 'General']",3
Q05534,Quantitative Aptitude,Averages,Medium,"Placements,SSC,General","['Placements', 'SSC', 'General']",3
Q05535,Verbal Ability,Critical Reasoning,Hard,CAT,['CAT'],1
Q05536,Quantitative Aptitude,Partnership,Medium,"General,CAT,TCS NQT","['General', 'CAT', 'TCS NQT']",3
Q05537,Quantitative Aptitude,Partnership,Medium,"Banking,General","['Banking', 'General']",2
Q05538,Verbal Ability,Idioms & Phrases,Medium,"TCS NQT,CAT","['TCS NQT', 'CAT']",2
Q05539,Logical Reasoning,Input-Output,Easy,"Placements,SSC","['Placements', 'SSC']",2
Q05540,Data Interpretation,Caselets,Medium,"General,SSC","['General', 'SSC']",2
Q05541,Quantitative Aptitude,Averages,Medium,"Banking,CAT","['Banking', 'CAT']",2
Q05542,Quantitative Aptitude,Probability,Hard,TCS NQT,['TCS NQT'],1
Q05543,Quantitative Aptitude,Linear Equations,Easy,"CAT,Banking,Placements","['CAT', 'Banking', 'Placements']",3
Q05544,Quantitative Aptitude,Mensuration,Easy,"TCS NQT,CAT,General","['TCS NQT', 'CAT', 'General']",3
Q05545,Logical Reasoning,Venn Diagrams,Medium,General,['General'],1
Q05546,Logical Reasoning,Puzzles,Easy,TCS NQT,['TCS NQT'],1
Q05547,Logical Reasoning,Cubes & Dice,Easy,"TCS NQT,SSC,Banking","['TCS NQT', 'SSC', 'Banking']",3
Q05548,Quantitative Aptitude,Logarithms,Easy,"TCS NQT,Banking,Placements","['TCS NQT', 'Banking', 'Placements']",3
Q05549,Logical Reasoning,Syllogisms,Hard,"SSC,Banking","['SSC', 'Banking']",2
Q05550,Data Interpretation,Line Graphs,Hard,"CAT,SSC","['CAT', 'SSC']",2
Q05551,Verbal Ability,Odd One Out,Medium,"Placements,SSC,Banking","['Placements', 'SSC', 'Banking']",3
Q05552,Verbal Ability,Sentence Correction,Hard,CAT,['CAT'],1
Q05553,Logical Reasoning,Ranking & Order,Medium,"SSC,Placements,General","['SSC', 'Placements', 'General']",3
Q05554,Logical Reasoning,Direction Sense,Medium,TCS NQT,['TCS NQT'],1
Q05555,Logical Reasoning,Statement & Assumption,Medium,"Banking,Placements,TCS NQT","['Banking', 'Placements', 'TCS NQT']",3
Q05556,Quantitative Aptitude,Ratio & Proportion,Easy,"CAT,Placements,General","['CAT', 'Placements', 'General']",3
Q05557,Verbal Ability,Cloze Test,Easy,"TCS NQT,Banking,CAT","['TCS NQT', 'Banking', 'CAT']",3
Q05558,Verbal Ability,Para Summary,Easy,TCS NQT,['TCS NQT'],1
Q05559,Verbal Ability,Sentence Correction,Medium,TCS NQT,['TCS NQT'],1
Q05560,Logical Reasoning,Syllogisms,Easy,"TCS NQT,General,Placements","['TCS NQT', 'General', 'Placements']",3
Q05561,Quantitative Aptitude,Time & Work,Medium,CAT,['CAT'],1
Q05562,Verbal Ability,Reading Comprehension,Medium,CAT,['CAT'],1
Q05563,Verbal Ability,Synonyms & Antonyms,Medium,Placements,['Placements'],1
Q05564,Data Interpretation,Bar Graphs,Medium,CAT,['CAT'],1
Q05565,Quantitative Aptitude,Partnership,Easy,"Banking,General,TCS NQT","['Banking', 'General', 'TCS NQT']",3
Q05566,Quantitative Aptitude,Quadratic Equations,Easy,CAT,['CAT'],1
Q05567,Data Interpretation,Bar Graphs,Hard,"General,TCS NQT,Banking","['General', 'TCS NQT', 'Banking']",3
Q05568,Verbal Ability,Error Spotting,Easy,"CAT,General","['CAT', 'General']",2
Q05569,Data Interpretation,Venn-based DI,Easy,SSC,['SSC'],1
Q05570,Quantitative Aptitude,"Time, Speed & Distance",Medium,"Banking,CAT","['Banking', 'CAT']",2
Q05571,Quantitative Aptitude,Mixtures & Alligations,Hard,General,['General'],1
Q05572,Quantitative Aptitude,Ratio & Proportion,Easy,"SSC,General,Placements","['SSC', 'General', 'Placements']",3
Q05573,Logical Reasoning,Seating Arrangement,Medium,"TCS NQT,CAT,Banking","['TCS NQT', 'CAT', 'Banking']",3
Q05574,Verbal Ability,Critical Reasoning,Medium,"TCS NQT,Placements","['TCS NQT', 'Placements']",2
Q05575,Data Interpretation,Tables,Medium,"SSC,Banking","['SSC', 'Banking']",2
Q05576,Logical Reasoning,Venn Diagrams,Medium,"CAT,General,TCS NQT","['CAT', 'General', 'TCS NQT']",3
Q05577,Logical Reasoning,Series Completion,Medium,"CAT,Banking,TCS NQT","['CAT', 'Banking', 'TCS NQT']",3
Q05578,Quantitative Aptitude,Time & Work,Medium,SSC,['SSC'],1
Q05579,Verbal Ability,Critical Reasoning,Easy,"General,TCS NQT","['General', 'TCS NQT']",2
Q05580,Quantitative Aptitude,Quadratic Equations,Medium,"CAT,SSC","['CAT', 'SSC']",2
Q05581,Logical Reasoning,Blood Relations,Medium,"CAT,Banking,TCS NQT","['CAT', 'Banking', 'TCS NQT']",3
Q05582,Quantitative Aptitude,Surds & Indices,Medium,"Banking,SSC","['Banking', 'SSC']",2
Q05583,Verbal Ability,Para Jumbles,Medium,CAT,['CAT'],1
Q05584,Quantitative Aptitude,Set Theory,Medium,"SSC,General","['SSC', 'General']",2
Q05585,Verbal Ability,Para Jumbles,Easy,"CAT,Placements,SSC","['CAT', 'Placements', 'SSC']",3
Q05586,Quantitative Aptitude,Number System,Easy,"TCS NQT,SSC","['TCS NQT', 'SSC']",2
Q05587,Quantitative Aptitude,Simple Interest,Easy,"TCS NQT,General","['TCS NQT', 'General']",2
Q05588,Quantitative Aptitude,Averages,Easy,"Banking,CAT,TCS NQT","['Banking', 'CAT', 'TCS NQT']",3
Q05589,Quantitative Aptitude,Linear Equations,Medium,"Placements,Banking,TCS NQT","['Placements', 'Banking', 'TCS NQT']",3
Q05590,Quantitative Aptitude,Probability,Easy,SSC,['SSC'],1
Q05591,Quantitative Aptitude,Probability,Easy,Banking,['Banking'],1
Q05592,Verbal Ability,Idioms & Phrases,Easy,"TCS NQT,General,Banking","['TCS NQT', 'General', 'Banking']",3
Q05593,Quantitative Aptitude,Time & Work,Easy,"TCS NQT,Banking","['TCS NQT', 'Banking']",2
Q05594,Logical Reasoning,Blood Relations,Easy,"Placements,TCS NQT,Banking","['Placements', 'TCS NQT', 'Banking']",3
Q05595,Quantitative Aptitude,Probability,Hard,"TCS NQT,General,CAT","['TCS NQT', 'General', 'CAT']",3
Q05596,Verbal Ability,Odd One Out,Medium,"General,Banking,CAT","['General', 'Banking', 'CAT']",3
Q05597,Quantitative Aptitude,Linear Equations,Medium,SSC,['SSC'],1
Q05598,Verbal Ability,Verbal Analogies,Medium,"Placements,SSC","['Placements', 'SSC']",2
Q05599,Verbal Ability,Odd One Out,Medium,TCS NQT,['TCS NQT'],1
Q05600,Quantitative Aptitude,Mensuration,Medium,"CAT,TCS NQT","['CAT', 'TCS NQT']",2
Q05601,Data Interpretation,Tables,Easy,CAT,['CAT'],1
Q05602,Data Interpretation,Pie Charts,Medium,Banking,['Banking'],1
Q05603,Quantitative Aptitude,Partnership,Hard,"Banking,TCS NQT","['Banking', 'TCS NQT']",2
Q05604,Data Interpretation,Venn-based DI,Medium,Banking,['Banking'],1
Q05605,Logical Reasoning,Blood Relations,Medium,"CAT,TCS NQT","['CAT', 'TCS NQT']",2
Q05606,Quantitative Aptitude,Number System,Hard,"SSC,Placements,CAT","['SSC', 'Placements', 'CAT']",3
Q05607,Quantitative Aptitude,Mensuration,Medium,"SSC,TCS NQT","['SSC', 'TCS NQT']",2
Q05608,Quantitative Aptitude,Algebra,Hard,Banking,['Banking'],1
Q05609,Logical Reasoning,Analogy,Medium,"SSC,CAT","['SSC', 'CAT']",2
Q05610,Logical Reasoning,Direction Sense,Easy,"SSC,Banking","['SSC', 'Banking']",2
Q05611,Logical Reasoning,Coding-Decoding,Hard,CAT,['CAT'],1
Q05612,Data Interpretation,Venn-based DI,Medium,"General,TCS NQT,Placements","['General', 'TCS NQT', 'Placements']",3
Q05613,Quantitative Aptitude,Averages,Hard,TCS NQT,['TCS NQT'],1
Q05614,Quantitative Aptitude,Partnership,Medium,"Banking,Placements,General","['Banking', 'Placements', 'General']",3
Q05615,Verbal Ability,Critical Reasoning,Easy,Placements,['Placements'],1
